fid,FUNCION_PR,SUBCATEGOR,ESTABLECIM,FUNCION_SE,PROGRAMACI,SUCURSAL,SALA,DIRECCION,CALLE,ALTURA,BARRIO,COMUNA,LATITUD,LONGITUD,TELEFONO,MAIL,WEB,FACEBOOK,TWITTER,INSTAGRAM,CAMARA_1,CAMARA_2,REDES,PUNTO_DE_C,OTRAS_REDE,CAPACIDAD_
88,ESPACIO ESCENICO,SALA DE TEATRO,MATEMURGA DE VILLA CRESPO,"ESPACIO DE FORMACION, ESPACIO ESCENICO",SI,,,TRES ARROYOS 555,TRES ARROYOS,555,VILLA CRESPO,COMUNA 15,-34.603217899999997,-58.450179400000003,,MATEMURGA@GMAIL.COM,WWW.MATEMURGA.COM.AR,WWW.FACEBOOK.COM/MATEMURGAVILLACRESPO/,@MATEMURGA12,,,,Red Nacional de Teatro Comunitario,SI,,0
89,LIBRERIA,,PUNC,,,,,"BELAUSTEGUI, LUIS, DR. 393","BELAUSTEGUI, LUIS, DR.",393,VILLA CRESPO,COMUNA 15,-34.601039900000004,-58.449532200000000,,,,,,,,,,,,0
90,ESPACIO DE EXHIBICION,GALERIA DE ARTE,ATOCHA Y CLUB DE GRABADO Y OBRA GRAFICA CONTEMPORANEA,,,,,BATALLA DEL PARI 613,BATALLA DEL PARI,613,VILLA CRESPO,COMUNA 15,-34.600386210323421,-58.453784273668042,,info@atochagaleria.com.ar,http://atochagaleria.com.ar/,https://www.facebook.com/AtochaGaleria/,@AtochaGaleria,@atochagaleria,MERIDIANO,,,,,0
91,CENTRO CULTURAL,,OCEANARIO CLUB CULTURAL,"BAR, ESPACIO DE FORMACION, GALERIA DE ARTE",SI,,,ESCALADA DE SAN MARTIN. R. 332,ESCALADA DE SAN MARTIN. R.,332,VILLA CRESPO,COMUNA 15,-34.600130546928277,-58.449776258825878,,ELOCEANARIO@GMAIL.COM,WWW.OCEANARIO.COM.AR,WWW.FACEBOOK.COM/OCEANARIOCLUB/,,https://www.instagram.com/oceanario_club/,MECA,,,,,95
92,BAR,CULTURAL,ARCADE CLUB SOCIAL,,,,,Serrano 75,SERRANO,75,VILLA CRESPO,COMUNA 15,-34.599978778883724,-58.446960811588355,,,,,,https://www.instagram.com/arcadeclubsocial/,,,,,,0
93,CENTRO CULTURAL,,WARA WARA,,,,,Martinez Rosas 969,MARTINEZ ROSAS,969,VILLA CRESPO,COMUNA 15,-34.599876574113303,-58.448368014415053,,,,,,,,,,,,0
94,CENTRO CULTURAL,,ESPACIO MARECHAL,,,,,LEOPOLDO MARECHAL 1160,LEOPOLDO MARECHAL,1160,VILLA CRESPO,COMUNA 15,-34.605002437786986,-58.439765907161856,6863-6656 / 3972-3818,FAMILIAMARECHAL@GMAIL.COM,,,,,,,,,,69
95,CENTRO CULTURAL,,PONCHO CLUB CULTURAL,"BAR, ESPACIO DE FORMACION, ESPACIO ESCENICO",SI,,,MARECHAL. LEOPOLDO 1219,MARECHAL. LEOPOLDO,1219,VILLA CRESPO,COMUNA 15,-34.604266000000003,-58.440145999999999,6034-1562,PONCHOCLUBCULTURAL@GMAIL.COM,http://ponchoclubcultural.com/,https://www.facebook.com/PonchoClubCultural,@TEATROMARECHAL,,,,,,,100
96,ESPACIO DE FORMACION,,CLUB DE TRAPECISTAS,"ESPACIO ESCENICO, GALERIA DE ARTE",SI,,,FERRARI 252,FERRARI,252,VILLA CRESPO,COMUNA 15,-34.604220689322922,-58.439474010648595,154986419,INFO@CLUBDETRAPECISTAS.COM.AR,WWW.CLUBDETRAPECISTAS.COM.AR,WWW.FACEBOOK.COM/CLUBDETRAPECISTAS/,,https://www.instagram.com/club_de_trapecistas/,ARTEI,,,,,150
97,ESPACIO DE EXHIBICION,GALERIA DE ARTE,MORIA,,,,,"FIGUEROA, D. APOLINARIO, CORONEL 135","FIGUEROA, D. APOLINARIO, CORONEL",135,VILLA CRESPO,COMUNA 15,-34.603079773480289,-58.443832980682352,11 3559153,holamoria@gmail.com,https://moriagaleria.com/,https://www.facebook.com/moriagaleria,,,MERIDIANO,,,,,0
98,CENTRO CULTURAL,,CHANA - USINA JUAN GELMAN,,,,,JULIAN ALVAREZ Y WARNES,JULIAN ALVAREZ,16,VILLA CRESPO,COMUNA 15,-34.603054768599506,-58.439948595538674,,,-,https://www.facebook.com/usinajuangelman/,,https://www.instagram.com/elgelman/,,,,,,0
99,ESPACIO ESCENICO,SALA DE TEATRO,FANDANGO TEATRO,ESPACIO DE FORMACION,SI,,,VIALE. LUIS 108,VIALE. LUIS,108,VILLA CRESPO,COMUNA 15,-34.602434970559422,-58.444142593697016,5976-4525,FANDANGOTEATRO@GMAIL.COM,http://www.fandangoteatro.com.ar/,WWW.FACEBOOK.COM/FANDANGOTEATRO/,,https://www.instagram.com/fandangoteatro/,ARTEI,,,,,50
100,CENTRO CULTURAL,,CASA BRANDON,"ESPACIO ESCENICO, ESPACIO DE FORMACION, FERIA",,,,DRAGO. LUIS MARIA 236,DRAGO. LUIS MARIA,236,VILLA CRESPO,COMUNA 15,-34.601919700000003,-58.436865400000002,4342-2158 / 5845-3421,LISA@BRANDON.ORG.AR INFO@BRANDON.ORG.AR,http://brandon.org.ar,https://www.facebook.com/casabrandon/,https://twitter.com/casabrandon,https://www.instagram.com/casabrandon/,MECA,FIERAS,,,CLUMVI,120
101,ESPACIO DE FORMACION,,ESCUELA MOTIVARTE,,,,,MALABIA 41,MALABIA,41,VILLA CRESPO,COMUNA 15,-34.601617690746764,-58.442906811490516,4773-1818,CARRERA@MOTIVARTE.COM,WWW.COMUNIDAD.MOTIVARTE.COM,,,,,,,,,0
102,CENTRO CULTURAL,,CENTRO CULTURAL EL QUIJOTE,,,,,ARAOZ 176,ARAOZ,176,VILLA CRESPO,COMUNA 15,-34.601495100000001,-58.439722099999997,,INFORMACIO@TEATROELQUIJOTE.COM.AR,WWW.ELQUIJOTE.COM.AR,,,,,,,,,0
103,ESPACIO DE FORMACION,CENTRO CULTURAL DEL PCB,CENTRO CULTURAL OSVALDO PUGLIESE,,SI,,,ARAOZ 234,ARAOZ,234,VILLA CRESPO,COMUNA 15,-34.601083799999998,-58.439042299999997,4854-6778,CCULTURALPUGLIESE@GMAIL.COM,HTTP://WWW.BUENOSAIRES.GOB.AR/AREAS/CULTURA/CEN_CULTURALES/PROG_BARRIOS.PHP,,,,,,,,,0
104,ESPACIO ESCENICO,CLUB DE MUSICA EN VIVO,CLUB V,BAR,,,,CORRIENTES AV. 5008,CORRIENTES AV.,5008,VILLA CRESPO,COMUNA 15,-34.600702802066699,-58.436555219392723,15-6106-0003,,,,,,CLUMVI,,,,,156
105,ESPACIO ESCENICO,SALA DE TEATRO,MOSCU TEATRO,ESPACIO DE FORMACION,SI,,,CAMARGO 506 1°,CAMARGO,506,VILLA CRESPO,COMUNA 15,-34.600492000000003,-58.440161099999997,2074-3718,MOSCUTEATRO@GMAIL.COM,WWW.MOSCUTEATRO.COM.AR,WWW.FACEBOOK.COM/MOSCU.TEATRO/,@MOSCU.TEATRO,https://www.instagram.com/moscuteatro/,ARTEI,,,,,130
106,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO KABUKI,ESPACIO DE FORMACION,SI,,,SCALABRINI ORTIZ. RAUL AV. 276,SCALABRINI ORTIZ. RAUL AV.,276,VILLA CRESPO,COMUNA 15,-34.600110100000002,-58.439338999999997,6051-8787,INFO@KABUKI.COM.AR,WWW.KABUKI.COM.AR,WWW.FACEBOOK.COM/ESPACIOKABUKI/,,https://www.instagram.com/kabuki.teatro/,,,,,,40
107,ESPACIO DE EXHIBICION,GALERIA DE ARTE,UNTITLED CONTEMPORARY ART,,,,,DRAGO. LUIS MARIA 500,DRAGO. LUIS MARIA,500,VILLA CRESPO,COMUNA 15,-34.599976143308126,-58.438743189228916,15-5036-7360,UNTITLEDARTHOUSE@GMAIL.COM,,https://www.facebook.com/pages/category/Art-Gallery/Untitled-Contemporary-Art-594731817203708/,,,,,,,,0
108,CENTRO CULTURAL,,IFA,"ESPACIO DE FORMACION, ESPACIO ESCENICO",,,,SCALABRINI ORTIZ. RAUL AV. 326,SCALABRINI ORTIZ. RAUL AV.,326,VILLA CRESPO,COMUNA 15,-34.599492800000000,-58.438350000000000,2058-7713 / 5644-7783 / 2176-7783,NICOLASPEREZCOSTA@HOTMAIL.COM,,,,,,,,,,99
109,ESPACIO DE FORMACION,,ETER,,,,,ACEVEDO 262,ACEVEDO,262,VILLA CRESPO,COMUNA 15,-34.599266999999998,-58.442235400000001,4857-5701,INFO@ETER.COM.AR,WWW.ETER.COM.AR,,,,,,,,,0
110,CENTRO CULTURAL,,TEATRO PUNTO DE FUGA,ESPACIO DE FORMACION,SI,,,"RAMIREZ DE VELASCO, JUAN 405","RAMIREZ DE VELASCO, JUAN",405,VILLA CRESPO,COMUNA 15,-34.599050477720013,-58.435995723728269,15-5047-8465,EMPUNTODEFUGA@GMAIL.COM,,https://www.facebook.com/espaciopdf/,,https://www.instagram.com/espaciopdf/,ESCENA,,,,,0
111,ESPACIO ESCENICO,SALA DE TEATRO,NUN TEATRO BAR,,SI,,,RAMIREZ DE VELASCO. JUAN 419,RAMIREZ DE VELASCO. JUAN,419,VILLA CRESPO,COMUNA 15,-34.598978968865111,-58.436062483844402,4854-2107,INFO@NUNTEATROBAR.COM.AR,,WWW.FACEBOOK.COM/NUNTEATROBAR/?REF=BR_RS,,https://www.instagram.com/nunteatrobar/,,,,,,90
112,ESPACIO DE EXHIBICION,GALERIA DE ARTE,SELVANEGRA GALERIA,,,,,GURRUCHAGA 301,GURRUCHAGA,301,VILLA CRESPO,COMUNA 15,-34.598856393084404,-58.443565559139962,4072 4248,galeriaselvanegra@gmail.com,http://galeriaselvanegra.com.ar/,https://www.facebook.com/selvanegragaleria.ar/,,https://www.instagram.com/selvanegragaleria/?hl=es-la,MERIDIANO,,,,,0
113,BAR,CULTURAL,VELAZCO DISQUERIA Y BAR,,SI,,,"RAMIREZ DE VELASCO, JUAN 492","RAMIREZ DE VELASCO, JUAN",492,VILLA CRESPO,COMUNA 15,-34.598689298778950,-58.436476443778773,,VELAZCOBAR@GMAIL.COM,,https://www.facebook.com/VelazcoDisqueriaBar/,,www.instagram.com/velazcodisqueriabar,,,,,,50
114,CENTRO CULTURAL,,OLIVERIO GIRONDO,ESPACIO DE FORMACION,,,,VERA 574,VERA,574,VILLA CRESPO,COMUNA 15,-34.598457315634498,-58.438301275326197,6554-5095,OLIVERIOCC@GMAIL.COM,https://oliveriogirondoespaciocultural.wordpress.com/,https://www.facebook.com/OliverioGirondoEspacioCultural/,,,,,,,,0
115,CENTRO CULTURAL,,CENTRO CULTURAL DE ARTE Y MOVIMIENTO - BAILA BA!,ESPACIO DE FORMACION,,,,SCALABRINI ORTIZ. RAUL AV. 540,SCALABRINI ORTIZ. RAUL AV.,540,VILLA CRESPO,COMUNA 15,-34.598117500000001,-58.436201400000002,6748-7167,ALDOMARIANO@WEBZERO.COM.AR,,,,,,,,,,200
116,ESPACIO DE EXHIBICION,GALERIA DE ARTE,PABELLON 4 ARTE CONTEMPORANEO,,,,,"RAMIREZ DE VELASCO, JUAN 556","RAMIREZ DE VELASCO, JUAN",556,VILLA CRESPO,COMUNA 15,-34.597965514350982,-58.437157158412887,48562118,nestorzonana@gmail.com,http://www.pabellon4.com/,,,https://www.instagram.com/pabellon4/,MERIDIANO,,,,,0
117,CENTRO CULTURAL,,LA QUINCE ESPACIO CULTURAL,"ESPACIO ESCENICO, ESPACIO DE FORMACION",SI,,,CORRIENTES AV. 5426,CORRIENTES AV.,5426,VILLA CRESPO,COMUNA 15,-34.597945532907609,-58.441007738686437,,LAQUINCECULTURAL@GMAIL.COM,WWW.SEAMOSLIBRESMP.COM.AR,WWW.FACEBOOK.COM/LAQUINCEESPACIOCULTURAL/,,https://www.instagram.com/laquincecultural/,MECA,,,,,150
118,BAR,NOTABLE,SAN BERNARDO,,,,,CORRIENTES AV. 5436,CORRIENTES AV.,5436,VILLA CRESPO,COMUNA 15,-34.597863090786184,-58.441096584601674,,,,,,,,,,,,0
119,LIBRERIA,,LIBRERIA RODRIGUEZ (VILLA CRESPO),,,,,"SCALABRINI ORTIZ, RAUL AV. 181","SCALABRINI ORTIZ, RAUL AV.",181,VILLA CRESPO,COMUNA 15,-34.600868894241273,-58.440208026679926,,,,,,,,,,,,0
120,LIBRERIA,,SBS,,,,,"FIGUEROA, D. APOLINARIO, CORONEL 151","FIGUEROA, D. APOLINARIO, CORONEL",151,VILLA CRESPO,COMUNA 15,-34.603157099999997,-58.443947299999998,4856 6242,marcelor@sbs.com.ar,https://sbs.com.ar/,,,,,,,,,0
121,LIBRERIA,,LA INTERNACIONAL ARGENTINA,,,,,PADILLA 865,PADILLA,865,VILLA CRESPO,COMUNA 15,-34.598373219999999,-58.444275550000000,,,,,,,,,,,,0
122,LIBRERIA,,LIBRERIA NADIR,,,SCALABRINI ORTIZ,,"SCALABRINI ORTIZ, RAUL AV. 274","SCALABRINI ORTIZ, RAUL AV.",274,VILLA CRESPO,COMUNA 15,-34.600113440000001,-58.439337899999998,,,,,,,,,,,,0
123,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR GRAL. BENITO NAZAR,,,,,ANTEZANA 340,ANTEZANA,340,VILLA CRESPO,COMUNA 15,-34.605132544348550,-58.444911618556304,,BIBLIOTECANAZAR@YAHOO.COM.AR,,,,,CONABIP,,,,,0
124,BIBLIOTECA,UNIVERSITARIA Y/O CIENTIFICO TECNICA,BIBLIOTECA - INSTITUTO DEL PROFESORADO EN ENFERMERIA PADRE LUIS TEZZA,,,,,"GALLARDO, ANGEL AV. 839","GALLARDO, ANGEL AV.",839,VILLA CRESPO,COMUNA 15,-34.606293103622583,-58.442139567680918,(011) 4854-0032,"BIBLIOTECA@INSTITUTOTEZZA.ORG.AR,",WWW.INSTITUTOTEZZA.ORG.AR/BIB_INSTITUCIONAL.HTM,,,,RENICS,,,,,0
125,CENTRO CULTURAL,,ESPACIO CULTURAL URBANO,ESPACIO DE FORMACION,SI,,,ACEVEDO 460,ACEVEDO,460,VILLA CRESPO,COMUNA 15,-34.597593600000003,-58.439985600000000,4854-2257,espacioculturalurbano@gmail.com,https://www.espacioculturalurbano.net/,WWW.FACEBOOK.COM/ESPACIO-CULTURAL-URBANO-136947969732768/,,,,,,,,140
126,ESPACIO ESCENICO,SALA DE TEATRO,EL CRISOL,,SI,MALABIA,,MALABIA 611,MALABIA,611,VILLA CRESPO,COMUNA 15,-34.597469910226572,-58.437375676640663,48543003,CRISOLTEATRO@GMAIL.COM,,WWW.FACEBOOK.COM/TEATROELCRISOL/,,https://www.instagram.com/teatroelcrisol/,ARTEI,ESCENA,,,,99
127,LIBRERIA,,EL HACEDOR LIBROS,,,,,"RAMIREZ DE VELASCO, JUAN 606","RAMIREZ DE VELASCO, JUAN",606,VILLA CRESPO,COMUNA 15,-34.597423499999998,-58.437668899999998,,,,,,,,,,,,0
128,ESPACIO ESCENICO,SALA DE TEATRO,EL FARABUTE,,,,,CORRIENTES AV. 5534,CORRIENTES AV.,5534,VILLA CRESPO,COMUNA 15,-34.597000694667372,-58.442024950802804,,INFO@ELFARABUTE.COM.AR,WWW.ELFARABUTE.COM.AR,,,,,,,,,0
129,ESPACIO ESCENICO,SALA DE TEATRO,LA RATONERA CULTURAL,ESPACIO DE FORMACION,SI,,,CORRIENTES AV. 5552,CORRIENTES AV.,5552,VILLA CRESPO,COMUNA 15,-34.596842353456204,-58.442195580040675,4372-3200,LANUEVARATONERA@GMAIL.COM,https://laratoneracultural.wixsite.com/laratoneracultural?fbclid=IwAR06FURHzq6xOmpL5jczlGl5edtdIA5H5i-SVSQirk47PKpfWdVlhDXqFzU,https://www.facebook.com/La-Ratonera-Cultural-1094495010565600/,,,ARTEI,,,,,80
130,ESPACIO ESCENICO,OTROS,LA CARAVANA,,,,,SERRANO 547,SERRANO,547,VILLA CRESPO,COMUNA 15,-34.596023010672873,-58.441907841745156,4964-5297,CARAVANACIRCO@GMAIL.COM,WWW.CARAVANACIRCO.BLOGSPOT.COM.AR,https://www.facebook.com/lacaravanacirco/,,,CIRCO ABIERTO,,,,,0
131,ESPACIO ESCENICO,SALA DE TEATRO,LA FABRICA,ESPACIO DE FORMACION,,,,ACEVEDO 768,ACEVEDO,768,VILLA CRESPO,COMUNA 15,-34.595460899999999,-58.436654300000001,4776-2346,LAFABRICAESPACIODEARTE@GMAIL.COM,,WWW.FACEBOOK.COM/LAFABRICAESPACIODEARTE/,,https://www.instagram.com/lafabricaarte/,,,,,,0
132,LIBRERIA,,MANDRAGORA LIBROS,,,,,SERRANO 933,SERRANO,933,VILLA CRESPO,COMUNA 15,-34.593295900000001,-58.437349200000000,,,http://mandragora.com.ar/,,,,,,,,,0
133,BAR,MILONGA Y/O TANGUERIA,CLUB FULGOR,,,,,LOYOLA 828,LOYOLA,828,VILLA CRESPO,COMUNA 15,-34.593253347704078,-58.438126570628299,,INFO@MILONGA10.COM,WWW.PRAKTIKA8.MILONGA10.COM,,,,,,,,,0
134,CENTRO CULTURAL,,DOUP,,,,,JUAN B. JUSTO AV. 2261,JUAN B. JUSTO AV.,2261,VILLA CRESPO,COMUNA 15,-34.592584500000001,-58.443624999999997,4322-8457 / 6997-1758  / 4493-1004,AXEL@DOUP.COM.AR,,,,,,,,,,300
135,ESPACIO DE EXHIBICION,GALERIA DE ARTE,GALERIA RUTH BENZACAR,,,,,"RAMIREZ DE VELASCO, JUAN 1287","RAMIREZ DE VELASCO, JUAN",1287,VILLA CRESPO,COMUNA 15,-34.591446342896560,-58.443122197637400,4313-8480,mora@ruthbenzacar.com,WWW.RUTHBENZACAR.COM,https://www.facebook.com/ruthbenzacar/?ref=hl,,https://www.instagram.com/ruthbenzacar/,MERIDIANO,,,,,0
136,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO AGUIRRE - TEATRO Y ESCUELA DE CLOWN,"BAR, ESPACIO DE FORMACION",SI,,,AGUIRRE 1270,AGUIRRE,1270,VILLA CRESPO,COMUNA 15,-34.590791299999999,-58.442172100000001,4854-1905,PRODUCCION@ESPACIOAGUIRRE.COM.AR,WWW.ESPACIOAGUIRRE.COM.AR,WWW.FACEBOOK.COM/ESPACIO.AGUIRRE/,@ESPACIOAGUIRRE,https://www.instagram.com/espacioaguirre/,ARTEI,,,,,150
137,ESPACIO DE EXHIBICION,GALERIA DE ARTE,GALERIA NORA FISCH,,,,,CORDOBA AV. 5222,CORDOBA AV.,5222,VILLA CRESPO,COMUNA 15,-34.590056099999998,-58.436625999999997,6235-2030,info@norafisch.com,http://nuevo.norafisch.com/,https://www.facebook.com/GaleriaNoraFisch?ref=br_rs&pnref=lhc,@NORA_FISCH,https://www.instagram.com/galerianorafisch/,MERIDIANO,,,,,0
138,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO LA MUECA,,,AV. CORDOBA,,CORDOBA AV. 5300,CORDOBA AV.,5300,VILLA CRESPO,COMUNA 15,-34.589767399999999,-58.437056300000002,4777-0825,INFO@LAMUECA.COM.AR,WWW.LAMUECA.COM.AR,,,,,,,,,0
139,LIBRERIA,,GUANTES DE MIMBRE Y LUZ,,,,,SERRANO 916,SERRANO,916,VILLA CRESPO,COMUNA 15,-34.593325999999998,-58.437604800000003,4773-7940,guantesdemimbreyluz@gmail.com,https://www.facebook.com/guantesdemimbreyluz/,,,,,,,,,0
140,BIBLIOTECA,POPULAR,BIBLIOTECA POPULAR ALBERDI,,,,,ACEVEDO 666,ACEVEDO,666,VILLA CRESPO,COMUNA 15,-34.596095174545908,-58.437635235023691,,BIBLIOTECAPOPULARALBERDI@YAHOO.COM.AR,,,,,CONABIP,,,,,0
141,ESPACIO DE FORMACION,,INSTITUTO BAIKAL,,,,,ARAOZ 727,ARAOZ,727,VILLA CRESPO,COMUNA 15,-34.597666160941543,-58.433446937325272,,,https://institutobaikal.com/,https://www.facebook.com/pg/InstitutoBaikal/,,,,,,,,0
142,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO SISMICO,ESPACIO DE FORMACION,SI,,,LAVALLEJA 960,LAVALLEJA,960,VILLA CRESPO,COMUNA 15,-34.597645000000000,-58.429429200000001,4776-3490,ESPACIOSISMICO@GMAIL.COM,WWW.ESPACIOSISMICO.COM,WWW.FACEBOOK.COM/ESPACIOSISMICO,,https://www.instagram.com/espaciosismico/,MECA,,,,,0
143,ESPACIO DE EXHIBICION,GALERIA DE ARTE,GALERIA ARTEXARTE,,,,,LAVALLEJA 1062,LAVALLEJA,1062,VILLA CRESPO,COMUNA 15,-34.597006600000000,-58.428433599999998,4773-2738 / 4772-6754,INFO@ARTEXARTE.COM.AR,http://web.artexarte.com.ar/,https://www.facebook.com/artexarteespacio/,,,,,,,,0
144,CENTRO CULTURAL,,LA GRAN JAIME,ESPACIO DE FORMACION,SI,,,ARAOZ 832,ARAOZ,832,VILLA CRESPO,COMUNA 15,-34.596859299999998,-58.432388500000002,,LAGRANJAIME@GMAIL.COM,,https://www.facebook.com/lagranjaime/,,https://www.instagram.com/lagranjaime/,MECA,,,,,102
145,ESPACIO ESCENICO,SALA DE TEATRO,MADERA DE SUEÑOS,ESPACIO DE FORMACION,,,,JUFRE 375,JUFRE,375,VILLA CRESPO,COMUNA 15,-34.595940300000002,-58.432017399999999,4777-1015,,WWW.MADERATEATRO.BLOGSPOT.COM.AR,WWW.FACEBOOK.COM/MAURODARIOPEREL/,,,ARTEI,,,,,0
146,BAR,CULTURAL,OVEJA DESCARRIADA!,,,,,ARAOZ 1047,ARAOZ,1047,VILLA CRESPO,COMUNA 15,-34.595445225918361,-58.429982219386403,4776-0574,LAQUEDIOELMALPASO@GMAIL.COM,WWW.FACEBOOK.COM/PAGES/OVEJA-DESCARRIADA/217250971696819,,,,,,,,,0
147,ESPACIO ESCENICO,SALA DE TEATRO,FRAY MOCHO,"ESPACIO DE FORMACION, GALERIA DE ARTE",SI,,,ARAOZ 1047,ARAOZ,1047,VILLA CRESPO,COMUNA 15,-34.595445225918361,-58.429982219386403,4865-9835 / 4863-1925,TEATROFRAYMOCHO8@HOTMAIL.COM,http://fraymochoteatro.blogspot.com/,https://www.facebook.com/teatrofraymocho/,,,,,,,,160
148,CENTRO CULTURAL,,EL JUFRE TEATRO-BAR,"BAR, ESPACIO DE FORMACION, ESPACIO ESCENICO",SI,,,JUFRE 444,JUFRE,444,VILLA CRESPO,COMUNA 15,-34.595320700000002,-58.432747599999999,4473-6489,INFOELJUFRE@GMAIL.COM,,https://www.facebook.com/eljufre/,@eljufreteatro,https://www.instagram.com/eljufre/,,,,,,150
149,ESPACIO ESCENICO,SALA DE TEATRO,TEATRO EL TUNEL,,,,,CASTILLO 540,CASTILLO,540,VILLA CRESPO,COMUNA 15,-34.595103399999999,-58.434674100000002,4573-4141,INFO@CCELTUNEL.COM.AR,WWW.CCELTUNEL.COM.AR,WWW.FACEBOOK.COM/TEATRO-EL-TUNEL-3085071859385/,,,,,,,,50
150,ESPACIO ESCENICO,SALA DE TEATRO,EL EXCENTRICO DE LA 18°,,,,,LERMA 420,LERMA,420,VILLA CRESPO,COMUNA 15,-34.594823400000003,-58.431500399999997,47726092,ELEXENTRICODELA18@GMAIL.COM,WWW.ELEXCENTRICODELA18.COM.AR,WWW.FACEBOOK.COM/ELEXCENTRICODELA18/,,https://www.instagram.com/elexcentricodela18/,ARTEI,,,,,100
151,ESPACIO ESCENICO,SALA DE TEATRO,LA MATERIA,ESPACIO DE FORMACION,,,,MALABIA 1077,MALABIA,1077,VILLA CRESPO,COMUNA 15,-34.594323520631569,-58.432345571761218,,ESPACIOLAMATERIA@GMAIL.COM,,WWW.FACEBOOK.COM/ESPACIOLAMATERIA/,,https://www.instagram.com/espaciolamateria,ARTEI,,,,,0
152,ESPACIO ESCENICO,SALA DE TEATRO,ESPACIO LTK,,,,,ACEVEDO 1029,ACEVEDO,1029,VILLA CRESPO,COMUNA 15,-34.593718892274055,-58.433727747524365,4779-2750,GUSTAVOERES@GMAIL.COM,,WWW.FACEBOOK.COM/ESPACIOLTK.TEATRO/,,,,,,,,70
153,ESPACIO ESCENICO,SALA DE TEATRO,PATIO DE ACTORES,ESPACIO DE FORMACION,SI,,,LERMA 568,LERMA,568,VILLA CRESPO,COMUNA 15,-34.593440299999997,-58.432796000000003,477-29732,PATIODEACTORES@FIBERTEL.COM.AR,WWW.PATIODEACTORES.COM,,,,ARTEI,,,,,50
154,ESPACIO ESCENICO,SALA DE TEATRO,CLUB DEFENSORES DE BRAVARD,ESPACIO DE FORMACION,,,,GURRUCHAGA 1113,GURRUCHAGA,1113,VILLA CRESPO,COMUNA 15,-34.592879989541778,-58.434650906995920,5667-7705,ESTUDIO.BRAVARD@GMAIL.COM,WWW.ESTUDIOBRAVARD.BLOGSPOT.COM.AR,WWW.FACEBOOK.COM/TEATRO.DEFENSORESDEBRAVARD,,https://www.instagram.com/teatro_bravard/,,,,,,70
155,ESPACIO DE EXHIBICION,GALERIA DE ARTE,ADRIANA BUDICH,,,,,GURRUCHAGA 1145,GURRUCHAGA,1145,VILLA CRESPO,COMUNA 15,-34.592652562559962,-58.434290836343692,,GALERIA@ADRIANABUDICH.COM,https://www.adrianabudich.com/,https://www.facebook.com/AdrianaBudichgaleria/,@GBudich,https://www.instagram.com/adrianabudichgaleria/,,,,,,0
156,LIBRERIA,,WHITE RABBIT (MA. CECILIA FERNANDEZ),,,,,MALABIA 775,MALABIA,775,VILLA CRESPO,COMUNA 15,-34.596461599999998,-58.435697699999999,,,,,,,,,,,,0
157,LIBRERIA,,WHITE RABBIT LIBRERIA (CERRA),,,,,MALABIA 771,MALABIA,771,VILLA CRESPO,COMUNA 15,-34.596461599999998,-58.435697699999999,,,,,,,,,,,,0
158,MONUMENTOS Y LUGARES HISTORICOS,,VIVIENDA QUE PERTENECIERA AL COMPOSITOR Y MUSICO ANIBAL TROILO,,,,,SCALABRINI ORTIZ. RAUL AV. 815,SCALABRINI ORTIZ. RAUL AV.,815,VILLA CRESPO,COMUNA 15,-34.596420000000002,-58.433000000000000,,,,,,,,,,,,0
159,ESPACIO DE EXHIBICION,GALERIA DE ARTE,DOCUMENT ART GALLERY,,,,,CASTILLO 246,CASTILLO,246,VILLA CRESPO,COMUNA 15,-34.597574936095256,-58.432361153954801,4774-2300,INFO@DOCUEMT-ART-COM.AR,http://www.document-art.com.ar/,https://www.facebook.com/Document-Art-103062606453062/,,,,,,,,0
160,BIBLIOTECA,DGLB-GCBA,CASA DE LA LECTURA ROBERTO ARLT- ESPACIO CULTURAL,,,,,LAVALLEJA 924,LAVALLEJA,924,VILLA CRESPO,COMUNA 15,-34.597887760658615,-58.429801886914547,5197-5476,CASADELALECTURA@GMAIL.COM,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
161,BIBLIOTECA,DGLB-GCBA,BIBLIOTECA JULIO CORTAZAR  / CASA DE LA LECTURA,,,,,LAVALLEJA 924,LAVALLEJA,924,VILLA CRESPO,COMUNA 15,-34.597887760658615,-58.429801886914547,5197-5084,BIBLIOTECA_CORTAZAR @BUENOSAIRES.GOV.AR,https://www.buenosaires.gob.ar/cultura/bibliotecas,https://www.facebook.com/bibliotecasba/,,https://www.instagram.com/bibliotecasba/,,,,,,0
162,ESPACIO ESCENICO,SALA DE TEATRO,MICROTEATRO,,,,,SERRANO 1139,SERRANO,1139,VILLA CRESPO,COMUNA 15,-34.591972849365163,-58.435143724081563,,POL@MICROTEATRO.COM.AR,WWW.MICROTEATRO.COM.AR,WWW.FACEBOOK.COM/MICROTEATROBA/,@MICROTEATROBA,,,,,,,90
